Id,Smiles,NCS1/Ric8 score,NCS1/D2R score
DB00435,[N]=O,-5.042073645790774,-5.431836185111269
DB00436,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,-0.752882512671422,-1.072730614435709
DB00437,OC1=NC=NC2=C1C=NN2,-1.3461648271196571,-2.3725251082220478
DB00438,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,-1.3688075196052383,-2.3717194865584728
DB00439,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,-1.0495974327058182,-1.28945026729154
DB00440,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,-1.011749283517238,-1.761202138020458
DB00441,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,-1.3743554149867403,-2.534649282221785
DB00442,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,-1.2189649585641127,-1.7427249230699884
DB00443,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,-0.7551111393673454,-1.212175124366535
DB00444,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1,-1.1412454119262958,-2.3772314683003435
DB00445,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,-1.2619216823344734,-2.5092129095840123
DB00446,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,-1.0333129782150055,-1.6031783734804033
DB00447,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,-0.8716122778234829,-1.4586860325471462
DB00448,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,-0.5801642936997475,-0.8923984612116337
DB00449,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,-0.7837380416882621,-1.2410513766571978
DB00450,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,-0.9525405502943205,-1.2155150684830272
DB00451,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,-1.1082185299992133,-1.6554512769623808
DB00452,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,-2.1877780060792027,-6.4285877918485195
DB00454,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,-1.4642945450011742,-2.0636613900309597
DB00455,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,-1.235558297904436,-1.9819562798993957
DB00456,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H],-1.353716412210925,-2.656993269807985
DB00457,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,-0.9555661634984941,-1.2928047859215819
DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,-1.9371853690694283,-3.2934348995907756
DB00459,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,-0.7495266247754837,-0.9289325526210701
DB00460,COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C,-0.7630862140702157,-0.8730918915959276
DB00461,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,-1.1165110796456637,-1.477259413122476
DB00462,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,-1.7046450482547697,-3.1619759496167763
DB00464,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,-1.2854634367291138,-2.0203806351502918
DB00465,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,-1.3679661960235991,-1.9033657518499556
DB00467,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,-1.1485887066451537,-1.8053756072732159
DB00468,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,-1.1267497457564521,-1.8805670571073525
DB00469,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,-1.407756953303427,-2.6665590142848825
DB00470,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,-1.2834850482265425,-1.954393826106159
